,content
162,"Hội Giáo Chức Chu Văn An
15 tháng 2, 2017 lúc 21:15 ·

Bản Lên Tiếng của Hội Giáo Chức Chu Văn An vể việc bạo hành Cô giáo Nguyễn Thị Thái Lai.

Ngày 12/2/2017 vừa qua, Cô Nguyễn Thị Thái Lai, hội viên Hội Giáo Chức Chu Văn An tại Nha Trang đã bị nhiều kẻ côn đồ hành hung một cách thô bạo khiến cô mang nhiều thương tích đau đớn.
Cô giáo Lai cũng là một người tích cực hoạt động cho việc bảo vệ môi trườngKhác cũng như đã nhiều lần lên tiếng về mối nguy hại của đất nước trước hiểm họa từ phương Bắc. Những vụ bạo hành này tiếp diễn liên tục trong thời gian qua nói lên tình trạng vô pháp luật đang ngày càng một phổ biến trong xã hội.

Chúng tôi - Hội GIáo Chức Chu Văn An phản đối những hành vi thô bạo này và yêu cầu nhà cầm quyền sớm tìm ra và xét xử những kẻ có trách nhiệm trong vụ này để bảo vệ cho những người chỉ lên tiếng tranh đấu một cách ôn hòa cho nhân quyền và môi trường tại Việt Nam.

Ngày 15/2/2017
Hội Giáo Chức Chu Văn An."
163,"""Chúng ta phải nói cho con cháu biết bản chất thật của quân xâm lược""
QUỐC TOẢN (THỰC HIỆN)
HTTP://HOIGIAOCHUCCHUVANAN.BLOGSPOT.COM/…/CHUNG-TA-PHAI-NOI…

HOIGIAOCHUCCHUVANAN.BLOGSPOT.COM
HỘI GIÁO CHỨC CHU VĂN AN !"
164,"Bản Lên Tiếng của Hội Giáo Chức Chu Văn An vể việc bạo hành Cô giáo Nguyễn Thị Thái Lai.

Ngày 12/2/2017 vừa qua, Cô Nguyễn Thị Thái Lai, hội viên Hội Giáo Chức Chu Văn An tại Nha Trang đã bị nhiều kẻ côn đồ hành hung một cách thô bạo khiến cô mang nhiều thương tích đau đớn.
Cô giáo Lai cũng là một người tích cực hoạt động cho việc bảo vệ môi trườngKhác cũng như đã nhiều lần lên tiếng về mối nguy hại của đất nước trước hiểm họa từ phương Bắc. Những vụ bạo hành này tiếp diễn liên tục trong thời gian qua nói lên tình trạng vô pháp luật đang ngày càng một phổ biến trong xã hội.

Chúng tôi - Hội GIáo Chức Chu Văn An phản đối những hành vi thô bạo này và yêu cầu nhà cầm quyền sớm tìm ra và xét xử những kẻ có trách nhiệm trong vụ này để bảo vệ cho những người chỉ lên tiếng tranh đấu một cách ôn hòa cho nhân quyền và môi trường tại Việt Nam.

Ngày 15/2/2017
Hội Giáo Chức Chu Văn An."
165,"Thêm một tiếng nói cho sự thật và công lý của phái đẹp trong làng thơ Việt Nam về hiện tình đất nước.
http://longnguyen48.blogspot.de/2016/03/bai-tho-su-cua-mot-cay-but-phai-ep-thoi.html?m=1

LONGNGUYEN48.BLOGSPOT.COM
Bài thơ ""thế sự"" của một cây bút phái đẹp: Thời đại tôi đang sống"
166,"https://www.facebook.com/bang.tran.378/posts/1233539700034990?notif_t=like_tagged&notif_id=1486175239757519

Trần Bang cùng với Mạnh Hùng Vũ và 3 người khác.
3 tháng 2, 2017 lúc 11:28 ·

Hội giáo chức Chu Văn An tại SG gặp mặt đầu xuân, nhân việc thầy giáo Vũ Mạnh Hùng từ HN vào.
Tôi hỏi thầy Phạm Minh Hoàng: - Nên đặt tên buổi gặp mặt này là gì ạ ?
Thầy Hoàng vừa cười vừa trả lời rằng: - thìKhác chung với khí thế toàn dân ""mừng đảng mừng xuân"".
HGC CVA đã họp mặt ""mừng đảng mừng xuân"" 2-2-2017 với nhiều chủ đề được đưa ra bàn thảo.
Tạm Tổng kết nội dung bàn thảo trong buổi gặp mặt như sau:

""Mừng đảng mừng xuân""
Ba miền họp mặt
Gom góp tình thương
Xoá bỏ độc tôn
Xoá bỏ độc quyền
Xây nền dân chủ

Không ""giết, giết nữa""
Như đảng búa liềm

Tự do, nhân quyền
Người, người bình đẳng

Tự tôn, tự trọng
Tự lập, tự cường...
Quyết giữ chủ Quyền
Đất đai, biển, đảo

Để giữ nòi giống
Phải giữ môi trường
Khí, nước... sạch trong,
Cây rừng xanh tốt

Chúc năm Đinh Dậu
Đẩy bóng tối qua
Đón bình minh tới
Gà cất tiếng gáy
Đuổi Formosa...
Đuổi lũ cộng nô
Ra khỏi nước Việt

Đầu năm khai tiệc
Dân chủ nhân quyền!"
167,Ảnh HGCCVA và bạn bè thân hữu gặp mặt đầu xuân Đinh Tỵ tại Thành phố Sài Gòn.
168,"http://www.learnenglish-methods.com/vn-language3days_b2/index.php?cid=MTQwMDQ2ODg4OSMxMDAwMDA3Mjg1IzEwMDE1MjI1OSNWSUVUTkFNI0hhbm9pIyMjIyMjIyM=

LEARNENGLISH-METHODS.COM
Làm thế nào để học tiếng Anh trong 30 ngày? Khoa học đã chứng minh điều này hoàn toàn có thể!"
169,"Sự phá sản của một nền giáo dục ngược đời ở Việt Nam, hay có thể nói một nền ngáo dục ở VN đã bị lột trần bởi sự thối nát tột đỉnh của nó đã diễn ra trên tế được MC Thanh Tâm tổng hợp.

https://www.youtube.com/watch?v=dvsI-MN7-bc

YOUTUBE.COM
MC Thanh Tâm: Việt Nam tụt hậu nhất Asean vì giáo dục phá sản"
170,"Một nền chính trị ngược đời thì tất cả những gì nó sinh ra và chi phối cũng đều ngược đời. Nên chuyện những việc làm ngược đời trong ngành giáo dục VN là chuyện thường tình ở huyện.

http://vnexpress.net/tin-tuc/giao-duc/gs-ngo-bao-chau-dai-hoc-viet-nam-lam-nguoc-voi-the-gioi-3025200.html

VNEXPRESS.NET
GS Ngô Bảo Châu: 'Đại học Việt Nam làm ngược với thế giới' - VnExpress"
171,"Hình ảnh hôm 20/12/16, đại diện Hội Giáo chức Chu Văn An cùng các tổ chức xã hội dân sự đến thắp hương 49 ngày nhà giáo Vũ Linh, người bạn đời, người đồng chí của nhà giáo - NS Kim Chi. Ns Kim Chi mời anh em bạn bè thân hữu ăn cơm, cũng là bữa cơm chia tay HN để bà vào Sài Gòn ở cùng con cháu."
172,"https://www.facebook.com/permalink.php?story_fbid=1803026963285556&id=100007348095402

Nguyễn Bích Nhung cùng với Trần Thị Xuân Sắc và 51 người khác.
22 tháng 12, 2016 lúc 14:24 · Hà Nội ·

TÔI XIN GỬI LỜI TRI ÂN SÂU SẮC
Hôm nay ngày 22/12/2016 đúng tròn 1 năm tôi bị ám sát và bị tai nạn trên đường đi tố cáo những vấn nạn của ngành Giáo dục . Những sự kiện của tôi sẽ là 1 góc nhỏ cho 1 số nhà văn viết về tình hình giáo dục, văn hóa, chính trị trong thời kỳ rực rỡ này.
Hiện nay tôi vẫn phải đi điều trị và vừa phải giảng dạy .Khác Nhưng tôi cố gắng sắp xếp thời gian để không nghỉ một buổi dạy học nào. Rất nhiều điều muốn nói nhưng hiện nay tôi bận, chưa thể nói ra đây được .
Qua trang face book cá nhân, tôi xin gửi lời tri ân sâu sắc tới bạn bè, tới các chị nhà bác ruột và mợ tôi đã tận tình chăm sóc tôi và đặc biệt 1 số nhà hảo tâm, Hội giáo chức Chu Văn An từ rất xa xôi chưa hề gặp mặt nhưng đã đến nhà tôi thăm hỏi động viên, giúp đỡ tôi về vật chất và tinh thần ."
173,"https://xuandienhannom.blogspot.com/2016/12/loi-chia-tay-truoc-khi-nha-giao-vu-linh.html

XUANDIENHANNOM.BLOGSPOT.COM
LỜI CHIA TAY TRƯỚC KHI NHÀ GIÁO VŨ LINH VỀ VỚI CÕI PHẬT"
174,"GIAODUC.NET.VN
Những tiểu xảo của nhà trường và doanh nghiệp liên kết nhằm che mắt phụ huynh"
175,"https://www.youtube.com/watch?v=zeQoBP258NI

YOUTUBE.COM
Giáo dục VN - hãy học hỏi Sơn Tùng! [Bình loạn với Leo]"
176,Mời mọi người xem tâm sự của học trò thời nay. Khôi hài nhưng chính xác.
177,"Nghe anh Nguyễn Chí Tuyến nói về việc sử dụng tiếng việt và đọc văn học trò mà cười ra nước mắt !

https://www.facebook.com/manhhung.vu.566790/posts/621922221347689?pnref=story

Nguyen Chí Tuyen đã phát trực tiếp.
3 tháng 12, 2016 lúc 06:45 ·

Tiếng Việt: Tên chữ cái & cách phát âm nhân vụ Cờ Lờ Mờ Vờ, Cờ Lờ Vờ"
178,"https://www.youtube.com/watch?v=bnQlVJWlc1g&feature=youtu.be%2F

YOUTUBE.COM
Chu Văn An – Tấm gương nhà giáo"
179,"Một video hay đáng xem : Thay chì trích bằng cách chỉ dẫn, giáo dục lòng yêu nước cho giới trẻ.

https://www.youtube.com/watch?v=w9S4X-AXecc&list=TLGG3I062BIna4QxNjExMjAxNg

YOUTUBE.COM
Ngừng chỉ trích, hãy chỉ dẫn giới trẻ !"
180,"Liệu bộ giáo dục đào tạo có ý định bỏ môn lịch sử để thực hiện kế hoạch hội nghị Thành đô trong việc hán hóa Việt Nam ?

http://nld.com.vn/giao-duc-khoa-hoc/that-vong-voi-y-tuong-bo-mon-lich-su-20151107221139307.htm

NLD.COM.VN
Thất vọng với ý tưởng bỏ môn lịch sử!"
181,"HÔM NAY (9-11-2016) ĐẠI DIỆN HỘI GIÁO CHỨC CHU VĂN AN ĐÃ ĐẾN NHÀ TANG LỄ BỆNH VIỆN 354 VIẾNG, BÀY TỎ LÒNG VÔ CÙNG THƯƠNG TIẾC VÀ TIỄN ĐƯA NHÀ GIÁO YÊU NƯỚC VŨ LINH VỀ NƠI AN NGHỈ CUỐI CÙNG."
182,"Cái đáng buồn cho nền giáo dục hiện nay không ít những người làm công tác giáo dục, dịch vụ giáo dục đào tạo lại có nhân cách rất tồi tệ. Một thực tế những người có nhân cách tồi tệ, thậm trí bị kỷ luật ở mộtKhác ngành nào đó, không có chuyên môn về giáo dục lại được bố trí lãnh đạo giáo dục là chuyện thường tình ở VN dưới chế độ được gọi là XHCN. Nên chuyên xảy ra đối với ông Tiến sĩ, giáo sư Phạm Văn H ""chửi bậy, có hành vi vô cùng khiếm nhã"" cũng là chuyện thường tình. Mặc dù những người hiểu biết rất đau lòng về sự xuống cấp thê thảm của một nền giáo dục được gọi XHCN này, nhưng vấn đề là phải biết cùng nhau giải quyết được nguyên nhân gốc của sự tha hóa con người..

http://giaoduc.net.vn/Giao-duc-24h/Khong-the-tin-duoc-neu-day-la-loi-an-tieng-noi-cua-mot-Giao-su-Tien-si-post172198.gd

GIAODUC.NET.VN
Không thể tin được nếu đây là lời ăn tiếng nói của một Giáo sư, Tiến sĩ"
183,"TRÂN TRỌNG THÔNG BÁO TIN BUỒN !
Ông Vũ Linh phu quân của nhà giáo, nghệ sĩ Kim Chi thành viên của hội GCCVA vừa qua đời lúc 23h30 ngày 02/11/2016.

https://www.facebook.com/photo.php?fbid=1191903007564653&set=a.373574929397469.91607.100002348953301&type=3&theater

Chi Kim Nguyễn
3 tháng 11, 2016 lúc 11:52 ·"
184,"THÔNG BÁO TIN BUỒN

Trân trọng thông báo tin buồn :

Thân mẫu của thầy giáo Phạm Minh Hoàng là Cụ bà Anna Phạm Thị Kiệm đã từ trần vào lúc 23 giờ 40 phút ngày 1/11/2016 tại tư gia - 383/6 Bà Hạt, phường 4, quận 10, Sài Gòn, Việt Nam; Hưởng thọ 92 tuổi.

Chương trình tang lễ:

- 14g ngày 2/11 : nghi thức tẩn liệm
- 5g sáng ngày 4/11: di quan và hỏa táng tại nghĩa trang Bình Hưng Hoà.

TMH GCCVA
Xin chia buồn sâu sắc đến thầy Phạm Minh Hoàng cùng gia quyến !
Vũ Mạnh Hùng"
185,"Yêu cầu đặt ra về năng lực đối với giáo viên tiếng Anh nhưng lại có lổ hổng lớn về chất lượng cơ cở đào tạo cấp chứng nhận. Chính vì vậy mới dẫn đến việc loạn cấp chứng chỉ tiếng anh chuẩn. Sự việc này đã diễnKhác ra nhiều năm qua, những người quan tâm đã thấy tình trạng tiêu cực này vài năm nay rồi. Đáng tiếc BGDĐT nay ""mới biết"". Câu hỏi đặt ra, không hiểu do yếu kém về năng lực của bộ GDDT hay mục đich đặt ra để thu lợi bất chính ? Để khắc phục hậu quả sự yếu kém này BGDĐT có dám kiểm tra và bác bỏ các chứng chỉ của các cơ sở đào tạo không đảm bảo khách quan, không đạt tiêu chuẩn chất lượng không ?

http://www.baomoi.com/bo-giao-duc-noi-gi-ve-viec-loan-cap-chung-chi-tieng-anh-chuan-chau-au/c/20577943.epi?utm_source=iapp&utm_medium=facebook&utm_campaign=share

BAOMOI.COM
Bộ Giáo dục nói gì về việc 'loạn' cấp chứng chỉ tiếng Anh chuẩn châu Âu?"
186,"Đúng thật nghẹn lòng với lá đơn xin thôi học của một học sinh lớp 7 chỉ ở tầm 12 tuổi. Em rơi vào một hoàn cảnh đặc biệt éo le, có những suy nghĩ tình cảm trong sáng thật đáng thương. Càng nghẹn đau hơn cái gốcKhác của sự nghèo khổ bất hạnh em đâu có biết, nên vẫn mong các bạn ""phấn đấu luôn luôn là cháu ngoan bác Hồ"" !

http://www.baomoi.com/nghen-long-la-don-xin-thoi-hoc-cua-nam-sinh-lop-7-vi-gao-da-het-bo-me-benh-tat/c/20504957.epi?utm_source=iapp&utm_medium=facebook&utm_campaign=share

Nghẹn lòng lá đơn xin thôi học của nam sinh lớp 7 vì 'gạo đã hết', bố mẹ bệnh tật

Nghẹn lòng lá đơn xin thôi học của nam sinh lớp 7 vì 'gạo đã hết', bố mẹ bệnh tật

Xem thêm tại
baomoi.com"
187,"Chúng ta hãy theo dõi kết quả công bố của tòa án hành chính ngày 17/10 về việc ông Hoàng Xuân Quế khởi kiện Nguyên BT Bộ GDĐT Phạm Vũ Luận đã ra quyết định trái phép (không có căn cứ pháp lý) để thu hồi bằngKhác tiến sĩ của ông.

http://giaoduc.net.vn/Giao-duc-24h/Nguyen-Bo-truong-giao-duc-Pham-Vu-Luan-bi-kien-vi-quyet-dinh-so-4674-post171494.gd

GIAODUC.NET.VN
Nguyên Bộ trưởng giáo dục Phạm Vũ Luận bị kiện vì quyết định số 4674"
188,"BAOMOI.ME
Kiên Giang: Một nữ hiệu trưởng chống tiêu cực có nguy cơ mất chức

Nguyễn Đình Bổn
15 tháng 10, 2016 lúc 10:08 ·

Cô Thu (hiệu trưởng trong những kỳ trước) nói rằng dù theo đuổi việc này không thành công vẫn chứng minh được phẩm giá của mình! Còn đây là một nạn nhân khác của ngành GD Kiên Giang:

"
189,"Một chính quyền hình thành và tồn tại bằng bạo lực, chương trình giáo dục được áp đặt lý luận bạo lực sẽ sản sinh ra một xã hội bạo lực. Đó là nguyên nhân gia tăng bạo lực học đường nói riêng và bạo lực trong xã hội nói chung.

http://baonghean.vn/xa-hoi/201610/nhung-vu-bao-luc-hoc-duong-gay-xon-xao-du-luan-2742728/

BAONGHEAN.VN
Những vụ bạo lực học đường gây xôn xao dư luận"
190,"CUOITUAN.TUOITRE.VN
“Nội địa” để cho ai? - Tuổi Trẻ Online

Vu Thi Phuong Anh
4 tháng 10, 2016 lúc 09:27 ·

Chứng chỉ ngoại ngữ VNU-EPT bị mổ xẻ ở đây này.

Ai làm ở ĐHQG-HCM thì vào đây đọc và có ý kiến nhé.

"
191,http://hoigiaochucchuvanan.blogspot.com/2016/09/van-ang-co-nhung-luong-tu-tuong-muon-at.html
192,"http://hoigiaochucchuvanan.blogspot.com/2016/09/gs-tran-van-nhung-viet-thu-ngo-gui-bo.html

HOIGIAOCHUCCHUVANAN.BLOGSPOT.COM
GS Trần Văn Nhung viết thư ngỏ gửi Bộ Chính trị về quốc sách cho tiếng Anh"
193,"Những bày tỏ sâu sắc tâm huyết, lo lắng và nhận định của GS TSKH Nguyễn Xuân Hãn - Phó Chủ tịch Hội Vật lý Việt Nam về cách làm sách giáo khoa của BGDĐT bằng tư duy tiểu nông.

Việc không (hoặc chưa) công bốKhác tổng chủ biên là một việc làm phản khoa học, khuất tất.

http://giaoduc.net.vn/Giao-duc-24h/Dung-lam-chuong-trinh-sach-giao-khoa-bang-tu-duy-tieu-nong-post171049.gd

GIAODUC.NET.VN
“Đừng làm chương trình, sách giáo khoa bằng tư duy... tiểu nông"""
194,"Dư luận xã hội cần lên tiếng mạnh mẽ và tranh đấu loại bỏ các môn học vô bổ được áp đặt trong chương trình giáo dục.
http://giaoduc.net.vn/gdvn-post165681.gd

GIAODUC.NET.VN
Sinh viên Việt Nam tụt hậu vì những môn học vô bổ"
195,"https://www.youtube.com/watch?v=MEGtFuVfmBE&app=desktop

YOUTUBE.COM
Tôi Đã Thức Tỉnh - Lê Nguyễn Huy Trần"
196,"GIAODUC.NET.VN
Một thầy giáo ở Kiên Giang kêu cứu vì bị trù dập do chống tiêu cực"
197,"VIETNAMNET.VN
""Cháu kiệt sức, chán nản và tuyệt vọng khi nghe chữ HỌC"" - VietNamNet"
198,Đề nghị chúng ta kết nạp hội viên mới !
199,"QUANVAN.NET
NGUYỄN VĨNH LONG HỒ – VIỆT NAM TỤT HẬU NHẤT ASEAN VÌ GIÁO DỤC PHÁ SẢN – Quán Văn"
200,"http://tinhhoa.net/9-bang-chung-xac-thuc-chung-minh-thuyet-tien-hoa-cua-darwin-la-sai-lam.html

9 bằng chứng xác thực chứng minh thuyết tiến hóa của Darwin là sai lầm - Thuyết Tiến Hóa

9 bằng chứng xác thực chứng minh thuyết tiến hóa của Darwin là sai lầm - Thuyết Tiến Hóa

9 bằng chứng xác thực chứng minh thuyết tiến hóa của Darwin là sai lầm - Thuyết Tiến Hóa

9 bằng chứng xác thực chứng minh thuyết tiến hóa của Darwin là sai lầm - Thuyết Tiến Hóa

9 bằng chứng xác thực chứng minh thuyết tiến hóa của Darwin là sai lầm - Thuyết Tiến Hóa

Xem thêm tại
tinhhoa.net"
201,"Vấn nạn từ áp đặt chương trình giáo dục nhiều bất cập, quá tải, kém chất lượng kèm với tiêu chí bất hợp lý, thậm chí phản khoa học đánh giá học sinh sẽ dẫn đến phát sinh nhiều tiêu cực, gây rối loạn tâm sinh lýKhác của giới trẻ...

Bằng chứng dưới đây là nội dung đơn xin cho con học dốt của một phụ huynh gây chấn động cư dân mạng. Tại sao nó lại gây chấn động theo tôi phụ huynh này đã nói lên một thực tế của đa số phụ huynh khác muốn nói.

http://www.baomoi.com/don-xin-cho-con-hoc-dot-cua-mot-phu-huynh-gay-bao-mang-xa-hoi/c/20272835.epi

BAOMOI.COM
'Đơn xin cho con học dốt' của một phụ huynh gây bão mạng xã hội"
202,"Fomorsa nhận lỗi, chính phủ nhận tiền, nhân dân thì nhận thảm họa ... trong đó có các em học sinh thì thất học.
http://hatinh24h.com.vn/ha-tinh-noi-dau-tot-cung-cua-co-hoc-gioi-phai-nghi-hoc-vi-khong-co-tien-chua-tri-chan/

HATINH24H.COM.VN
Hà Tĩnh: Nỗi đau tột cùng của cô bé học giỏi phải nghỉ học vì không có tiền chữa trị chân"
203,"https://www.facebook.com/huuthuy.le.39/posts/937130669766947

DANVIET.VN
danviet.vn

Le Thuy
7 tháng 9, 2016 lúc 17:54 ·"
204,"Ông Lý Quang Diệu nói đúng, rất tâm huyết với mong muốn cho một Việt Nam phát triển. Nhưng ở Việt Nam làm thế nào để thực hiện được khi cơ chế đã sản sinh ra một bộ máy cai trị không có tâm, không có tầm, bấtKhác chấp đạo lý pháp lý, áp đặt một nền giáo dục thực hiện chính sách ngu dân để đạt mục tiêu cá nhân về tiền - quyền. Mọi góp ý chỉ có tác dụng khi người cầm lái có cùng mục đích.
http://vietnamnet.vn/vn/giao-duc/227059/ly-quang-dieu-noi-ve-giao-duc-viet-nam.html

VIETNAMNET.VN
Lý Quang Diệu nói về giáo dục Việt Nam - VietNamNet"
205,"http://vnexpress.net/tin-tuc/goc-nhin/uoc-gi-con-toi-khong-phai-di-du-hoc-3072820.html

VNEXPRESS.NET
Ước gì con tôi không phải đi du học - VnExpress"
206,"http://www.rfa.org/vietnamese/programs/LiteratureAndArts/why-do-students-need-to-study-chinese-language-ml-09032016074533.html

RFA.ORG
Tại sao học sinh cần phải học chữ Hán?"
207,"http://hoigiaochucchuvanan.blogspot.com/2016/09/giai-thuong-minh-triet-cho-bai-tho-cua.html

HOIGIAOCHUCCHUVANAN.BLOGSPOT.COM
HỘI GIÁO CHỨC CHU VĂN AN !: GIẢI THƯỞNG MINH TRIẾT CHO BÀI THƠ CỦA CÔ GIÁO TRẦN THỊ LAM"
208,https://www.facebook.com/manhhung.vu.566790/posts/573724179500827?pnref=story
209,"Phạm Minh Hoàng cùng với Mạnh Hùng Vũ.
23 tháng 8, 2016 lúc 08:19 ·

Tin buồn.

Hôm nay 23/8/2016, thay mặt cho Hôi Giáo Chức Chu Văn An, tôi đã đến viếng tang Thầy Trương Hữu Hoan tại quận 3, Sàigòn. Thầy vừa qua đời vì bệnh ung thư, hưởng dương 59 tuổi.
Thầy đang là giảng viênKhác của Khoa Xây Dựng trường Đại Học Bách Khoa TPHCM, đồng thời cũng là hội viên của Hôi Giáo Chức Chu Văn An.
Xin trân trọng gởi đến tang quyến lời thành kình chia buồn và nguyện cầu linh hồn Phaolô sớm được về hưởng nhan thánh Chúa.

(Account FB của Thầy https://www.facebook.com/thhoan?fref=ts)"
210,"https://www.facebook.com/FunfactVietnam/posts/895271707267151

Funfact Vietnam
24 tháng 2, 2015 lúc 12:36 ·

Có thể bạn chưa biết - Funfact Vietnam"
211,"https://www.youtube.com/watch?v=liiv2A-HxoY

YOUTUBE.COM
Ý Nghĩa Thật Sự Của NGÀY NHÀ GIÁO"
212,"https://www.youtube.com/watch?v=KC-cZ4QgF9o

YOUTUBE.COM
Thầy Tuấn Ngọc Giảng Về Nghề DƯ LUẬN VIÊN"
213,"Hôm qua ngày 5/8/16, ngày giỗ của nhà giáo - Bloger - cựu chiến binh Nguyễn Anh Dũng. HGCCVA, HBBTT cùng nhiều anh chị em thân hữu đã đến thắp hương tưởng nhớ đến ông một con người yêu nước nhiệt huyết, quaKhác nhiều kỷ niệm xuống đường biểu tình chống Trung Cộng xâm lược.
http://tiengnoicongdan.blogspot.com/…/tuong-nho-nha-giao-cc…
Hình ảnh giỗ nhà giáo Nguyễn Anh Dũng.

Citizens Voice

Citizens Voice

Citizens Voice

Citizens Voice

Citizens Voice

Xem thêm tại
tiengnoicongdan.blogspot.com"
214,"http://www.rfa.org/vietnamese/in_depth/we-don-t-want-to-be-cn-s-slaves-ha-07152016134246.html

RFA.ORG
“Chúng tôi không muốn làm nô lệ cho Hán tặc”"
215,"Hôm qua 15/7, thầy giáo Vi Đức Hồi thay mặt HGCCVA đã đến bệnh viện tính Bắc Giang thăm hỏi, đông viên thầy giáo Tô Oanh bị bọn đội lốt côn đồ đeo bám và gây tại nan hôm sáng 13/7."
216,"Hình ảnh sáng nay 12/7, thay mặt HGCCVA thày giáo Vũ Mạnh Hùng, Vũ Văn Hùng cùng anh em bạn bè đã đến thăm hỏi, động viên anh Lã Việt Dũng thành viên của đội bóng đá NoU FC Hà Nội - Một đội bóng yêu nước phảnKhác đối đường lưỡi bò của Trung Cộng bị bọn đội lốt côn đồ tay sai cho Trung Cộng đánh hội đồng hôm tối 10/7 khi trên đường đi liên hoan về. Trước một thực tế đau lòng này, những người có lương tri không ai không lo ngại cho việc giáo dục tinh thần yêu nước cho thế hệ trẻ."
217,"Đức Cha Micae Hoàng Đức Oanh: Từ tâm tình về thảm họa cá chết, trăn trở về tiền đồ của đất nước của dân tộc qua những những tồn tại vô cùng nguy hiểm về môi trường bởi các dự án ... qua đó Đức Cha đặc biệt quan tâm đến vấn đề giáo dục con em và không hài lòng về nền giáo dục ngày một tụt dốc ở VN.
https://youtu.be/6TJo6AYr2Xk

YOUTUBE.COM
Đức Cha Micae Hoàng Đức Oanh: Từ thảm họa cá chết, nghĩ về vận mệnh dân tộc"
218,"https://www.linkedin.com/pulse/ch%C3%A0ng-trai-ch%E1%BB%A9ng-minh-ho%C3%A0ng-sa-c%E1%BB%A7a-vi%E1%BB%87t-nam-khi%E1%BA%BFn-trung-bui-huong

LINKEDIN.COM
Chàng trai chứng minh Hoàng sa của Việt Nam, khiến Trung quốc nghiêng mình thán phục"
219,"https://www.youtube.com/watch?v=Lz_-S9SYdmI

YOUTUBE.COM
Cha Mẹ Sinh Con Trời Sinh Tính - Tổng Thống Obama Đọc Bao Nhiêu Cuốn Sách Một Năm ?"
220,"https://www.youtube.com/watch?list=PLdqeBDlJ7IK-03bdTgi20uT2UdkByubzo&v=q6oeBz2n8wI

YOUTUBE.COM
Giáo Dục Công Dân - Nhân Trị Pháp Trị Rừng Trị - Chính Thống Chính Nghĩa Phi Nghĩa"
221,"http://www.ucan.vn/video/playlist/detail/id/8/video-id/4089

Ucan.vn

Ucan.vn

Ucan.vn

Ucan.vn

Ucan.vn

Xem thêm tại
ucan.vn"
222,"https://www.facebook.com/hoctienganhonlinelachuyennho/posts/613103665506339

UCAN.VN
Nghe Hết 45 Bài Này Trong 1 Tháng Bạn Nhất Định Giỏi!

Tiếng Anh là chuyện nhỏ
12 tháng 5, 2016 lúc 15:00 ·

QUĂNG HẾT SÁCH NGỮ PHÁP SANG 1 BÊN, ĐIỀU ĐẦU TIÊN CẦN LÀM LÀ NGHE TIẾNG ANH, KHÔNG HIỂU CŨNG NGHE!

-- SHARE NGAY VỀ WALL phương pháp này để KHÔNG QUÊN!--

NGHE ĐỂ LÀM GÌ?

- Giúp bạn quen với cách nói, ngữ điệu,Khác âm tiếng Anh
- Tạo một ""môi trường"" tiếng Anh để học giống như khi bạn học tiếng Việt vậy
- Tuyệt đối nghe âm chuẩn để hỗ trợ việc NÓI TIẾNG ANH CHUẨN XÁC HƠN

NGHE NHƯ THẾ NÀO?

Có thể chia làm 2 giai đoạn

- NGHE NGẤM: nghe chưa hiểu gì cũng được, nghe 1-2 tiếng một ngày CÀNG TỐT. Nếu không thì ít nhất 30 phút

- NGHE HIỂU: nghe và cố gắng hiểu Ý CHÍNH của bài nghe, chưa hiểu hết cũng không sao

Ngoài 2 giai đoạn này, cũng có thể TỰ HỌC bằng cách NHẮC ĐI NHẮC LẠI CẤU TRÚC, luyện từ vựng,.... tất cả dựa vào BÀI NGHE & TRANSCRIPTS

NGHE Ở ĐÂU?

UCAN giới thiệu với các bạn gần 90 video luyện nghe với 2 trình độ: RẤT DỄ & DỄ, giúp cho bạn nào BẮT ĐẦU HỌC LẠI TIẾNG ANH TỪ ĐẦU tiếp cận tiếng Anh một cách tự nhiên nhưng vẫn bài bản nhất.

XEM VIDEO HOÀN TOÀN MIỄN PHÍ nhé :)

Còn chần chờ gì nữa, TRIỂN NGAY & LUÔN!!"
223,"DANTRI.COM.VN
225.000 cử nhân, thạc sĩ thất nghiệp: Hệ quả của mở trường đại học ồ ạt"
224,"DANTRI.COM.VN
225.000 cử nhân, thạc sĩ thất nghiệp: Hệ quả của mở trường đại học ồ ạt"
225,"http://hoigiaochucchuvanan.blogspot.com/2016/05/con-toi-hoc-kho-qua-bo-truong-co-tin.html

HOIGIAOCHUCCHUVANAN.BLOGSPOT.COM
HỘI GIÁO CHỨC CHU VĂN AN !: Con tôi học khổ quá, bộ trưởng có tin không?"
226,"Tình trạng bạo lực học đường ở VN mang tính phổ biến diễn ra khắp nơi trên đất nước thật đau lòng và đáng báo động ! Dư luận hãy quan tâm và lên án để ngăn chặn tình trạng đau lòng này.

https://www.facebook.com/groups/1684765501737193/permalink/1754538851426524/

Nguyễn Công Minh‎1 - THƠ VĂN KHÔNG BIÊN GIỚI .
18 tháng 5, 2016 lúc 09:46 ·

XÃ HỘI BẮT ĐẦU SỤP ĐỔ.
Hậu quả trồng người của Bác HỒ."
