,content
3773,"VỤ VIỆC 231 CÁI TÁT, CẢ HỌC SINH LẪN CÔ GIÁO ĐỀU LÀ NẠN NHÂN CỦA HỆ THỐNG GIÁO DỤC DỐI TRÁ

#TNCG - Trong những ngày vừa qua, hình ảnh được lan truyền nhanh và mạnh như bão trên các phương tiện truyền thông có lẽ là chân dung của cô giáo Nguyễn Thị Phương Thủy và bà hiệu trưởng Phạm Thị Lệ Anh. Quả thật là không thể có một lời biện minh nào cho những người làm công tác giáo dục bằng những hành động phản giáo dục.

Vụ việc gây bức xúc tột độ khi ban lãnh đạo trường THCS Duy Ninh đã công nhiên “hỏi cung” các học sinh lớp 6/2. Những đứa trẻ này vừa là nạn nhân vì đã bị cô giáo “mượn tay” để hành xử với bạn mình chẳng khác đám côn đồ, giờ các em lại trở thành kẻ bị điều tra trong vụ án “ 231 cái…"
3774,"#TNCG - TÂM TÌNH CỦA ĐHY NGUYỄN VĂN NHƠN NGÀY TẠ ƠN, KẾT THÚC SỨ VỤ MỤC TỬ

YT2.PICS.EE
Tâm tình của Đức Hồng Y Phê rô Nguyễn Văn Nhơn ngày tạ ơn, kết thúc sứ vụ mục tử"
3775,"TỘI ÁC TRONG NGÀNH GIÁO DỤC

#TNCG - Lần đầu tiên ngành giáo dục: Đuổi việc giáo viên sau 2 năm liên tiếp không hoàn thành nhiệm vụ.
Đó là nữ giáo viên Nguyễn Bích Nhung- gv môn Nhạc trường THCS Yên Sơn- Quốc Oai HN.

Sau nhiều năm đấu tranh với sai phạm của nhà trường, liên tục bị gây khó khăn, trù dập. Ngày 1.8.2018, cô Nhung chính thức bị hiệu trưởng Phan T Thanh Hương ra quyết định buộc thôi việc với lý do 2 năm liên tiếp không hoàn thành nhiệm vụ.

Hoàn cảnh cô Nhung rất éo le: Bố mẹ chia tay khi còn nhỏ, không có anh chị em. Hiện nay cô Nhung không chồng con, chung sống và nuôi mẹ già 80 tuổi trong căn nhà dột nát.

Hơn 1 năm trước cô Nhung bị 1 đối tượng gây tai nạn dập nát bàn tay trái phải cắt bỏ 1 ngón và đối tượng này lừa rồi bỏ trốn không bồi thường.
Cô Nhung đang khủng hoảng tinh thần và trầm cảm nặng.

Luật sư Lê Luân đã vào cuộc giúp khởi kiện quyết định buộc thôi việc.

Dự kiến sáng ngày thứ năm 6.12.2018 sẽ có buổi giải quyết đầu tiên tại tòa án huyện Quốc Oai.

Nguồn: Đỗ Việt Khoa"
3776,"TẤM HÌNH THỂ HIỆN CẢ THỜI ĐẠI HUY HOÀNG CỦA TỔNG CHỦ NGUYỄN PHÚ TRỌNG

#TNCG - Họa sĩ Vĩnh Trần Thế đã vẽ bức tranh này từ tấm hình chụp người đàn ông vô gia cư, đang run rẩy ăn miếng bánh lót dạ qua đêm trên lề đường Sài Gòn ngập trong nước, do anh Huỳnh Quang Huy chụp tại đường Phan Đăng Lưu vào ngày 26/11/2018."
3777,"17 LINH MỤC TÒA TỔNG GIÁO PHẬN HÀ NỘI RA UBND QUẬN HÒA KIẾM KIẾN NGHỊ DỪNG VIỆC THI CÔNG CÔNG TRÌNH TẠI SỐ 29 PHỐ NHÀ CHUNG

#TNCG - Lúc 14 giờ 15 thứ Hai, 03.12, 17 linh mục thuộc Tổng Giáo Phận Hà Nội đã đến Ủy Ban Nhân Dân Quận Hoàn Kiếm (số 126 Hàng Trống, Hoàn Kiếm, Hà Nội) yêu cầu phía quận Hoàn Kiếm cho dừng việc thi công và giải quyết đơn khiếu nại liên quan đến công trình quận Hoàn Kiếm đang thi công tại số 29 phố Nhà Chung.

Trong số 17 linh mục đến UBND có cha Anphongsô Phạm Phùng, Chánh văn phòng Tòa Tổng Giáo phận, cha Tôma Aq. Nguyễn Xuân Thuỷ, Quảng lý Tổng Giáo phận, cha Antôn Nguyễn Văn Thắng, Chính xứ Nhà Thờ Chính Tòa, Brunô Phạm Bá Quế, Trưởng ban Caritas - Bác ái xã hội,…"
3778,"HƯỚNG VỀ 70 NĂM NGÀY QUỐC TẾ NHÂN QUYỀN

#TNCG - Bảo đảm quyền Tự do Chính trị và Dân sự cho người dân mọi Việt Nam, không phải chỉ dành cho những người đảng viên cộng sản.

Kính mong có nhiều hoạt động mạnh mẽ về nhân quyền cho Việt Nam.

********#FREETùNhânLươngTâmViệtNam
********#FREEĐấtNướcViệtNam

Nguồn hình: FB Việt Tân"
3779,"#TNCG - TIẾP SÓNG TỪ BOT BẨN AN SƯƠNG, THÀNH HỒ CHÍ MINH

Lẽ ra trạm đã phải dỡ nhưng hơn 2 năm nay họ vẫn thu và thu tất cả xe đi qua đây."
3780,"NHẬN TIỀN THẾ GIỚI LÀM HỒ ĐIỀU HÒA MÔI TRƯỜNG MÀ ĐỂ THẾ NÀY

#TNCG - Các loại cá chết dày đặc trên mặt hồ điều hòa Cửa Nam giáp phường Đội Cung, TP Vinh, Nghệ An khiến mùi hôi thối bốc lên nồng nặc. Nhiều gia đình sống xung quanh hồ phải đóng kín mít cửa cả ngày lẫn đêm để tránh mùi. Theo người dân sống gần hồ, cá chết là do nước hồ quá bẩn, ử đọng lâu nay mà cơ quan chức năng không ngó ngàng tới.

Không phải đến bây giờ cá mới chết mà trước giờ cá vẫn chết, nước vẫn bốc mùi hôi nhưng hôm nay là nhiều nhất, cá chết nổi lình xình mấy ngày rồi mà chưa thấy cấp ủy chỉ đạo xử lý gì cả.

Được biết, hồ điều hòa này nằm trong Dự án cải trang đô thị thành phố Vinh do Ngân hàng Thế giới (WB) tài trợ nhiều năm nay. Hồ được đưa vào sử dụng năm 2016 với mục đích cải thiện tình trạng ô nhiễm môi trường sống cho người dân, thế nhưng với thực tế sử dụng thì hồ này như là bể nước thải và đang phát huy gây thêm ô nhiễm cho người dân chung quanh hồ.

CTV đưa tin."
3781,"BAN GIÁM HIỆU NHÀ TRƯỜNG ĐANG HỌC TẬP VÀ LÀM THEO AI VẬY?

#TNCG - Chuyện cô chủ nhiệm buộc học trò tát bạn đã gây phẩn nộ, cả xã hội đòi xử lý để ngăn lây lan. Nay vừa thấy tin mới, ngày 2/12 ban giám hiệu đã gửi phiếu điều tra cho 23 đứa nhỏ lớp 6 (11 tuổi) học trò của trường THCS Duy Ninh (huyện Quảng Ninh, tỉnh Quảng Bình).

Như vậy, sau khi bị “tự nguyện cưỡng bức” tát bạn 10 cái theo lịnh cô chủ nhiệm đến nạn nhân phải nhập viện, lại vừa phải trả lời một “phiếu điều tra” mất dạy nhất trên đời, do ban giám hiệu (đành phải nói là mất dạy, nếu không thì dùng từ gì, bỉ ổi? đê tiện?) yêu cầu, để họ báo cáo lên cấp trên:
Phiếu gồm 19 câu hỏi “thiên tài” sau: (lẽ đương nhiên là người lớn cũng…"
3782,"#TNCG - ĐẮNG LÒNG VÀ MẤT NIỀM TIN QUÁ ĐẢNG ƠI

Nhôm Kính Hồng Kỳ
December 1, 2018 at 6:20 PM ·

Ở việt nam có 1 thứ văn hóa hủy hoải cuộc sống đẹp nhất của người việt nam. Xin các bạn hãy xem hết video rồi tự rút ra cho mình nhé."
3783,"#TNCG - TINH THẦN ỦNG HỘ TNLT, QUAN TÂM ĐẤT NƯỚC MỌI NƠI, MỌI LÚC TRONG CÁC GIA ĐÌNH XỨ NGHỆ

Juseo Hoàng Đức was live.
December 2, 2018 at 11:59 PM ·

Anh Em Ca Đoàn họ Đông Tháp bày tỏ nỗi niềm với Quê Hương, Đất Nước, với những Anh Chị Em đang chịu cảnh tù đày bất công."
3784,"MAY CHO NHỮNG KẺ CHƯA BỊ LỘ, VÌ BẮT HẾT LẤY AI BẢO VỆ ĐẢNG?

#TNCG - Để bảo vệ cho mình, đảng đã huấn luyện, đào tạo lực lượng công an trên cả nước lên đến con số hàng triệu người, chưa kể dân phòng, bảo vệ dân phố....

Đông như quân nguyên mà công việc thì ít nên chụp đầu lại sát phạt nhau là chuyện đương nhiên. Cấp to thì ăn hàng nghìn tỷ, mấy anh lính gác ca thì đánh bài kiếm bữa sáng. Phải nói rằng, đánh bạc, lô đề là truyền thống lâu đời, là máu của công an XHCN.

Có ai làm công an mà chưa từng đánh bạc từ khi vào ngành đến nay thì điểm danh nào?"
3785,"#TNCG. CHÚNG TÔI KHÔNG ĐỒNG HÀNH VỚI KẺ BÁN NƯỚC

YT2.PICS.EE
Chúng Tôi Không Đồng Hành Với Kẻ Bán Nước"
3786,"TRUNG ĐOÀN CUỒNG ĐẢNG KHỐN NẠN QUÁ, DÁM NHỤC MẠ CÁC GIÁM MỤC, LINH MỤC VÀ NGƯỜI DÂN

#TNCG - Mặc dù đã biết lực lượng 47 và hàng ngũ ""Dư luận viên"" được đảng dựng lên để lèo lái cộng đồng mạng xã hội. Bản thân và gia đình tầng lớp này được ăn lương và sống nhờ tiền thuế người dân đóng góp, nhưng cái gọi là công việc của họ lại là rình mò, báo cáo, đấu tố và đánh phá FB của người dân.

Thế nhưng vẫn quá bất ngờ về độ trơ trẽn, hồ đồ khi họ lấy hình ảnh trong thỉnh nguyện thư yêu cầu giải quyết thảm họa Formosa vào tháng 4/2016 tại khu vực biển miền trung, để bịa đặt và xuyên tạc nội dung (như họ viết trong các hình ảnh dưới đây), qua đó tập đoàn cuồng đảng này ra sức chụp mũ, nhục mà các giám mục, linh mục và hàng trăm ngàn người đã ký trong thỉnh nguyện thư.

Chủ trương tuyên truyền của đảng khốn nạn như thế, thật đáng thương cho những ai giờ này còn u mê tin theo sự dắt mũi, bịt miệng của trung đoàn cuồng đảng này.

P/s: Chúng tôi đưa thông tin lên đây nhằm vạch rõ sự gian manh của trung đoàn cuồng đảng. Mong quý vị bớt nóng giận để dùng ngôn ngữ nhân văn trong khi thể hiện cảm xúc."
3787,"CÁN BỘ CỦA ĐẢNG THAM LAM ĐẾN MỨC TÀN NHẪN VẬY SAO

#TNCG - Thảm họa môi trường biển do tập đoàn Formosa gây ra thiệt hại vô cùng kinh khủng, nhưng người dân chỉ được đền bù một phần nhỏ quá nhỏ. Còn rất nhiều nơi, nhiều người và nhiều thứ bị ảnh hưởng mà không được nhận đền bù một xu nào hết.

Chúng ta đã nghe nhiều chuyện bi hài về việc cố tình ""đền bù nhầm"" cho gia đình, người thân của quan chức. Nay họ dùng chiêu trò khác nhằm ép dân phải trả lại tiền đền bù thiệt hại.

Lẽ nào cán bộ của đảng không có trái tim hay sao mà tàn nhẫn thế?"
3788,"#TNCG - ""CHƯA BAO GIỜ GIÁO DỤC NƯỚC TA ĐƯỢC NHƯ THẾ NÀY"" (Lời của bác Tổng chủ Nguyễn Phú Trọng)"
3789,"THÊM MỘT MƯU HÈN, KẾ BẨN CỦA TẬP ĐÃ BỊ TRUMP BẺ GÃY TRƯỚC G20

#TNCG - Mặc dù ngoài miệng Tập Cận Bình luôn tỏ ra ""thiện chí"" để mong Trump hạ nhiệt trong xung đột thương mại Mỹ - Tàu nhưng trong lòng Tập luôn chống phá Trump bằng tất cả các mưu hèn - kế bẩn.

Vẫn chưa cam lòng, trước Hội nghị thượng đỉnh G20, nơi sẽ diễn ra cuộc ""thương thảo"" giữa Trump - Tập bên lề, đặc biệt là việc ký kết Hiệp định thương mại tự do Bắc Mỹ giữa Mỹ - Mexico - Canada gọi tắt là USMCA, một Hiệp định được xem là ""độc dược"" đối với Trung cộng nhưng là thần dược đối với Mỹ vì nó sẽ mang lại một lượng lớn công ăn việc làm cho công nhân và nông dân Mỹ - Mexico - Cabada, đặc biệt là lĩnh vực sản xuất, lắp ráp xe hơi.…"
3790,"HUYỆN YÊN THÀNH PHỐI HỢP XÃ KHÁNH THÀNH ĐẤU TỐ LINH MỤC ĐẶNG HỮU NAM

#TNCG - Sáng ngày 30/11/2018, tại ủy ban xã Khánh Thành, huyện Yên Thành, tỉnh Nghệ An, chính quyền CSVN đã huy động một đội quân đông đảo lên đến hàng trăm người để đưa tên tuổi của Linh mục Đặng Hữu Nam ra đấu tố.

Họ gọi cuộc đấu tố này là một ” hội nghị ” của quần chúng nhân dân, bao gồm những cựu chiến binh, đoàn viên thanh niên, hội nông dân, hội phụ nữ, yêu cầu Linh mục Đặng Hữu Nam phải rời khỏi vùng đất Thánh Địa của mình. Tòa án tự xưng này đồng cáo buộc Linh mục Đặng Hữu Nam là một kẻ “phản động, ” đã kích động giáo dân xứ Mỹ Khánh chống phá chính quyền, gây chia rẽ mối đoàn kết dân tộc, xuyên tạc lịch sử, nói…

SBTN.TV
Linh mục Đặng Hữu Nam bị chính quyền CSVN đem tên tuổi ra đấu tố"
3791,"THÊM 9 NGƯỜI BỊ ÁN TÙ VÌ THAM GIA BIỂU TÌNH Ở BÌNH THUẬN

#TNCG - ngày 29 tháng 11, đã có thêm 9 người nhận án tù chỉ vỉ ""tham gia biểu tình"" phản đối Dự Luật Đặc Khu Và Luật Anh Ninh Mạng.

những người bị kết án gồm: anh Dương Văn Ngoan bị tuyên án cao nhất với 5 năm tù; kế đến là anh Phan Văn Lành và chị Nguyễn Thị Hòa, mỗi người 3 năm 6 tháng tù; và 3 năm tù đối với từng người trong số còn lại gồm anh Võ Mến, Đặng Văn Tùng, Lê Văn Tâm, Hồ Đặng Văn An, Nguyễn Văn An, và Nguyễn Xí.

Tính đến nay có gần 110 người tham gia biểu tình phản đối dự luật đặc khu và luật an ninh mạng hồi tháng 6 bị tuyên án."
3792,"CỰU TƯỚNG PHAN VĂN VĨNH BỊ TUYÊN 9 NĂM TÙ, NGUYỄN THANH HOÁ 10 NĂM TÙ

#TNCG - Chiều tối ngày 30/11/2018, Tòa án nhân dân tỉnh Phú Thọ tuyên phạt ông Phan Văn Vĩnh, cựu Tổng Cục trưởng Tổng Cục cảnh sát 9 năm tù giam và Nguyễn Thanh Hóa, cựu Cục trưởng Cục phòng chống tội phạm Công nghệ cao C50 10 năm tù giam.

Cả 2 đều bị Hội đồng xét xử xác định phạm tội ""Lợi dụng chức vụ quyền hạn trong khi thi hành công vụ"" và bị phạt bổ sung 100 triệu đồng.

Cựu chủ tịch công ty CNC Nguyễn Văn Dương bị phạt 5 năm tù về tội ""Tổ chức đánh bạc"", 5 năm tù do ""Rửa tiền"". Tổng hợp hình phạt là 10 năm.

Cựu chủ tịch VTC Online Phan Sào Nam bị phạt 2 năm tù về tội ""Tổ chức đánh bạc"", 3 năm tù về tội ""Rửa tiền"".…"
3793,"CỤ NGUYỄN KHẮC MAI gửi thư cho NGÀI NGUYỄN PHÚ TRỌNG

#TNCG - Nhà nghiên cứu U90 vẫn minh mẫn lạ thường. Cụ đã gửi không biết bao nhiêu lời góp ý đầy tâm huyết và trí tuệ cho các vị lãnh đạo rồi, mà lần này vẫn nhẫn nại gửi tiếp! Cảm phục Cụ vô cùng!

Lettre ouverte: A’ Monsieur Nguyen phu Trong, Le nouveau President de La RSVN

Nguyễn Khắc Mai (VNTB)

Lettre ouverte: A’ Monsieur Nguyen phu Trong,Le nouveau President de La RSVN.

(Tôi thảo thư này khi còn rong chơi ở Paris, nên xin mở đầu bằng tiếng Pháp. President thì họ dùng Le (lơ) giống đực, mà Republique socialiste VN thì họ dùng La (la), giống cái, ta gọi là cái cộng hòa… Ở bên tây nếu ta đọc la rờ sờ vờ…"
3794,"CÔNG NGHỆ LÀM SẠCH ĐƯỜNG CỦA VIỆT NAM

#TNCG - Đây là cách mà Bộ giao thông làm sạch bụi bẩn trên đường của Việt Nam.
Đúng là rất Việt Nam phải không các bạn? 😮

Tam Bao was live.
November 29, 2018 at 1:47 PM ·

Công nghệ làm sạch đường phố."
3795,"MỌI CHỨC TƯỚC PHÙ VÂN ĐỂ TÔI ĐẢM NHẬN, CÁC THUỘC HẠ ĐỪNG HAM HỔ

#TNCG - Tại Hội nghị Thường vụ Đảng ủy Công an Trung ương hôm 28/11, Tổng bí thư kiêm Chủ tịch nước (tổng chủ) Nguyễn Phú Trọng đánh giá cao nỗ lực của lực lượng công an trong việc bảo vệ Đảng, bảo vệ chế độ, đồng thời nhắc nhở lực lượng này giữ mình trong sạch, liêm chính, “đừng ham chức tước, địa vị” vì “vật chất chỉ là phù vân”.

Vậy chúng ta thử kiếm chứng lời nhắc nhở của ông Trọng đối với chính bản thân ông ta xem như thế nào:

1. Ông Trọng là một trong số ít người bám trụ dài nhất, trong Ban chấp hành Trung ương đảng suốt từ khóa 7 (năm 1991) đến nay đã là 27 năm và còn nữa.
2. Ông Trọng là một trong số kẻ hiếm hoi bám trụ…"
3796,"CHÁNH TRỊ SỰ CAO ĐÀI BỊ CÔNG AN CÁO BUỘC TỘI “XÚC PHẠM DÂN TỘC VIỆT NAM”

#TNCG - Chánh trị sự đạo Cao Đài chân truyền, ông Hứa Phi, và cũng là đồng Chủ Tịch Hội đồng Liên Tôn Việt Nam lại bị Công an Huyện Đức Trọng, tỉnh Lâm Đồng gửi giấy mời làm việc với cáo buộc ‘có hành vi cung cấp thông tin sai sự thật cho bên ngoài, xúc phạm dân tộc Việt Nam.

Thông cáo báo chí của Hội Đồng Liên Kết Quốc Nội Hải Ngoại, trụ sở tại Hoa Kỳ vào ngày 28 tháng 11 cho biết như vừa nêu. Thông cáo báo chí kèm theo thư của ông Chánh Trị Sự Hứa Phi và bản sao giấy mời của Công an huyện Đức Trọng.

Vào tối ngày 29 tháng 11, Đài Á Châu Tự Do liên lạc với Chánh Trị sự Hứa Phi và được ông chia sẻ nhận định về nguyên…

RFA.ORG
Chánh trị sự Cao Đài Hứa Phi lại bị cáo buộc chống dân tộc"
3797,"THÂN PHẬN PHẢN ĐỘNG

#TNCG - Ngẫm về giới phản động tại Việt Nam xã hội chủ nghĩa:
- Khi con bạn bị 231 cái tát, ""phản động"" lên tiếng để đòi công lý cho con bạn.
- Khi Formosa đầu độc biển, ""phản động"" kêu gào để nạn nhân được bồi thường.
- Khi đất Thủ Thiêm bị cướp, ""phản động"" tố cáo để tiếng nói của dân oan được lắng nghe.
- Khi tài xế bị BOT bóc lột, ""phản động"" đồng hành và ủng hộ.
- Khi nhà trường lạm thu, ""phản động"" lên tiếng để bênh vực phụ huynh và học sinh.
- Khi con bạn bị buộc uống nước giặt giẻ lau bảng, ""phản động"" la hét để kẻ vô lương phải trả giá.
- Khi giá xăng tăng vô lý, ""phản động"" tố cáo để bảo vệ quyền lợi cho chính bạn.
- Khi tướng tá công an bảo kê đường dây đánh… More"
3798,"TOÀN LÁO CẢ !!!

#TNCG - Không biết lịch sử ghi lại các triều đại phong kiến đúng sai như thế nào, cũng chẳng có cách nào để kiểm chứng. Thế nhưng,thời đại ta đang sống hoá ra toàn láo cả. Rồi lịch sử thời hiện đại sẽ viết sao đây?

• Thằng doanh nhân bán đồ giả làm giàu, cứ tưởng nó giỏi, hoá ra chẳng phải thế. Nó chỉ là kẻ “Treo dê bán chó”, mua 30.000 bán 600.000 không giàu sao được, thế rồi lúc giàu lên, hàng ngày lên mạng truyền thông dạy đạo đức, dạy bí quyết, dạy cách cư xử.

• Kẻ thì đem hoá chất trộn vào thức uống, khiến người ta nghiện chất độc, tạo thành thói quen nguy hiểm cho người dùng. Thế rồi khi có nhiều tiền, anh ta in sách dạy người ta tư duy, dạy cho tuổi trẻ cách sống. Nuôi…"
3799,"#TNCG - Lễ Hội Người Khuyết Tật Khu Vực Nghệ An - Lần Thứ VII

GIÁO PHẬN VINH was live.
November 29, 2018 at 11:41 AM ·

Lễ hội Người khuyết tật Giáo phận Vinh lần thứ VII - Khu vực Nghệ An.
Trung tâm Hành hương Thánh Antôn Trại Gáo, 29/11/2018.
Link Youtube TV : https://youtu.be/uRAqAzwEojQ"
3800,"#TNCG - BỘ TRƯỞNG ""KIM TIÊM"" PHÁT BIỂU: Vào bệnh viện cảm thấy Sung Sướng.😂😂😂😂😂"
3801,"TRẦN HUỲNH DUY THỨC TỪ CHỐI THỨC ĂN TRẠI GIAM, NÓI 'CHẾT CŨNG KHÔNG NHẬN TỘI

#TNCG - Ngày 28/11, thân nhân của ông Trần Huỳnh Duy Thức, người đang thụ án ở trại giam số 6 Nghệ An về tội “Hoạt động nhằm lật đổ chính quyền nhân dân”, xác nhận với VOA về tình trạng sức khỏe nghi “bị đầu độc” của ông vào cuối tuần rồi, đồng thời cho biết trong cuộc điện thoại về nhà hôm 27/11, ông Thức khẳng định rằng “dù có chết cũng không nhận tội”.

Trong đơn gửi Viện Kiểm sát Nhân dân Tối cao và lãnh đạo quản lý trại giam, luật sư của ông Thức, LS. Ngô Ngọc Trai, dẫn thông tin từ phía gia đình cho biết trong cuộc gặp hàng tháng với ông Thức vào ngày 24/11, ông cho biết trước đó 4 ngày, khi thức dậy vào buổi…

VOATIENGVIET.COM
Ông Trần Huỳnh Duy Thức từ chối thức ăn trại giam, nói ‘chết cũng không nhận tội’"
3802,"SỐNG HIÊN NGANG LÀ CÔNG DÂN ĐẤT VIỆT

#TNCG - Chọn ở lại phục vụ đất nước, anh chọn sống hiên ngang là công dân đất Việt, chết oai hùng làm ma đất Việt. Đó là “món nợ” trách nhiệm của người trí thức đối với đất nước Là một kỹ sư và doanh nhân thành đạt, Trần Huỳnh Duy Thức là một trong những người sáng lập tổ chức Con đường Việt Nam với mục đích dân chủ hóa đất nước bằng những cải cách kinh tế, chính trị, xã hội bằng con đường hòa bình.

Nhà cầm quyền cộng sản đã kết án anh 16 năm tù năm 2008 với cáo buộc “âm mưu lật đổ chính quyền” theo điều 79 Bộ Luật hình sự Việt Nam dựa trên những bài viết của ông trên mạng xã hội. Phản đối phiên tòa bất chính và bất công, Trần Huỳnh Duy Thức đã chấp nhận…

NHATHOTHAIHA.NET
Con đường nào cho Việt Nam? | Nhà Thờ Thái Hà"
3803,"THẾ HỆ CỦA TÔI – MỘT THẾ HỆ VỨT ĐI?
Nguyễn Thủy Tiên

(Gửi những người bạn của tôi, những người khuyên tôi nên dừng lại, không nên quan tâm chuyện chính trị...họ cho rằng không làm gì được đâu, mất thời giờ vô ích...)

Bạn của tôi ạ, bạn hỏi tôi đang nghĩ gì trong đầu ư?
Tôi cũng như bạn vậy. Tôi không hiểu các bạn nghĩ gì trong đầu.

Các bạn không thấy một ngày của các bạn trôi qua buồn tẻ sao. Các bạn trao nhau những câu từ nhạt thếch. Các bạn tung ảnh tự sướng. Các bạn vào mạng xã hội chửi một thằng hiếp dâm. Một thằng đâm cha, chém mẹ, và châu đầu vào cái quần lót của 1 người mẫu để mà bình phẩm v.v Các bạn tung tăng khắp nơi, trợn mắt dòm dòm từ cái chuồng xí trở đi, miệng trầm trồ xuýt…"
3804,"#TNCG - VỤ ÔNG TRẦN HUỲNH DUY THỨC LUẬT SƯ CÓ Ý KIẾN

Kính gửi:
- Viện kiểm sát nhân dân tối cao (Vụ kiểm sát thi hành án hình sự - Vụ
- Ông Hồ Thanh Đình, Cục trưởng Cục cảnh sát quản lý trại giam
- Ông Trần Bá Toan, Giám thị Trại giam số 6 tỉnh Nghệ An

Công ty luật TNHH Công Chính kính gửi tới Quý cơ quan lời chào trân trọng!
Đơn vị chúng tôi nhận lời mời từ gia đình ông Trần Huỳnh Duy Thức, mời tư vấn pháp lý trong việc đề nghị đặc xá trả tự do cho ông Thức, là người đang chấp hành án về “Tội hoạt động nhằm lật đổ chính quyền nhân dân” theo Điều 79 Bộ luật hình sự năm 1999.

Ông Thức bị xét xử mức án 16 năm tù giam và 05 năm quản chế tại địa phương, tới nay ông Thức đã thụ án được 10 năm…"
3805,"CÔNG AN TP. HCM CƯỠNG CHẾ ĐẤT DÂN GIAO CHO NGƯỜI HOA

#TNCG - Sáng hôm qua ngày 27/11/2018 đoàn cưỡng chế quận Bình Tân đã thực hiện xong việc tháo dỡ khu nhà của bà Phạm Thị Nha. Trong hôm qua, Công an quận viết 2 giấy triệu tập yêu cầu bà 8h sáng nay lên quận vì chống người thi hành công vụ.

Cưỡng chế công khai nhưng cấm quay phim chụp hình

Từ vệ tinh nhìn xuống, có 30.000m2 đất nằm ở góc Xa lộ Đại Hàn - M1 (Bình Tân)

Năm 2002, có 2 ông người Hoa bỗng dưng được cấp giấy đỏ. Rồi công an khởi tố điều tra 2 năm nhưng... Viện KSND không đồng ý - Dù trên đất có một đại gia đình đang sống.

Rồi năm 2007, đất này sang tay cho một bà tên L ở Đà Nẵng với giá chỉ 17 tỷ đồng - Dù trên đất có một đại gia đình đang sống.

Rồi hôm nay, khoảng 500 người tham gia cưỡng chế để giao đất cho bà L - Dù có một đại gia đình đang sống.

Miếng đất này, bây giờ không phải 17 tỷ, cũng không phải 170 tỷ, cũng không phải 1.700 tỷ. Mà hơn thế rất nhiều.

Nguồn: Trương Châu Hữu Danh"
3806,"CẦN ĐẤT HAY CẦN MẠNG?

#TNCG - Hai chữ Thủ Thiêm đã trở thành biểu tượng của người dân oan mất đất, cho dù mai này nó có là một khu đô thị trù phú, hay một ốc đảo của phồn hoa thì cái oan khuất của nó vĩnh viễn không bao giờ được gột rửa trong lòng người dân cả nước, và nhất là người dân ngay tại nơi mà cái khu đô thị mới ấy mọc lên.

Thủ Thiêm nhắc nhở bao điều đắng cay khổ ải của hơn 16 ngàn con người. Những con người cần cù với ruộng đồng mặc dù ánh đèn Sài gòn hằng đêm hào nhoáng bên kia con sông, chỉ một cuốc xe ngắn là tới nhưng nào họ có màng mỏi gì, bởi đời sống chật vật không cho phép họ…

VOATIENGVIET.COM
‘Mày cần đất hay cần mạng?’"
3807,"#TNCG - ÔI QUÊ TÔI, NGẬP CHƯA HẾT THÌ LẠI CHÁY BÙNG BÙNG ĐẢNG ƠI

Vanhau Truong was live.
November 27, 2018 at 11:36 PM ·

Vụ cháy kho chứa xăng dầu tại Xã Phước Đồng-TP-Nha Trang-Tỉnh Khánh Hoà..
.vào lúc 19h ngày 27/11/2018."
3808,"#TNCG - ĐẢNG NÓI THẾ NÀY MÀ LÀM THÌ NAY NGƯỢC LẠI HOÀN TOÀN, RƯỚC CƯỚP VÀO..."
3809,"UKRAINE VUI MỪNG, MÁU THÁNH JANUARIUS HÓA LỎNG TRÊN TAY ĐỨC TỔNG GIÁM MỤC SVIATOSLAV

#TNCG - Hôm Chúa Nhật 18 tháng 11, cộng đồng người Ukraine ở Ý đã đánh dấu kỷ niệm 85 năm biến cố bi thảm Holodomor. Trong 2 năm 1932 và 1933, cộng sản Liên Xô đã thực hiện một tội ác kinh hoàng đối với người dân Ukraine. Thông qua chính sách siết chặt định mức tài nguyên nông nghiệp, Stalin chặn đứng việc cung cấp thóc giống, xăng dầu và các phương tiện canh tác cho các nông dân Ukraine. Chính sách nham hiểm này dẫn đến nạn đói kinh hoàng ngay trong thời bình, gọi là Holodomor. Tuyên bố chung của Ủy Ban Điều Tra Liên Hiệp Quốc với sự đồng thuận của 25 quốc gia vào năm 2003 nhìn nhận con số người chết trong… More"
3810,"CHÁNH TRỊ và TÀ TRỊ

#TNCG - Bài giảng: Thánh lễ cầu nguyện cho Công lý và Hòa bình tại DCCT Sài Gòn.

Ngày 25/11/2018

YT2.PICS.EE
CHÁNH TRỊ và TÀ TRỊ Lm Antôn Lê Ngọc Thanh, DCCT Sài Gòn"
